,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender
26814,"('ISRAELI', 'F')",63.68,1712.77,1099.69,heterosexual,sexual_orientation,straight,ISRAELI,F
4184,"('CHINESE', 'M')",66.52,1409.2,868.54,heterosexual,sexual_orientation,straight,CHINESE,M
3454,"('CHINESE', 'F')",64.43,1567.76,904.17,heterosexual,sexual_orientation,straight,CHINESE,F
28274,"('ENGLISH', 'F')",60.33,1459.14,860.92,heterosexual,sexual_orientation,straight,ENGLISH,F
10024,"('GREEK', 'M')",58.52,1261.44,841.64,heterosexual,sexual_orientation,straight,GREEK,M
1264,"('ARAB', 'F')",63.86,1452.4,896.47,heterosexual,sexual_orientation,straight,ARAB,F
23894,"('AFRICAN', 'F')",59.43,1478.5,823.06,heterosexual,sexual_orientation,straight,AFRICAN,F
26084,"('BALTIC', 'F')",61.68,1644.25,910.54,heterosexual,sexual_orientation,straight,BALTIC,F
18784,"('NORDIC', 'F')",66.25,1555.98,974.43,heterosexual,sexual_orientation,straight,NORDIC,F
14404,"('ISRAELI', 'M')",61.09,1355.63,999.76,heterosexual,sexual_orientation,straight,ISRAELI,M
12944,"('INDIAN', 'F')",63.36,1268.93,721.36,heterosexual,sexual_orientation,straight,INDIAN,F
13674,"('INDIAN', 'M')",62.69,1288.47,712.32,heterosexual,sexual_orientation,straight,INDIAN,M
23164,"('TURKISH', 'M')",62.46,1324.94,822.53,heterosexual,sexual_orientation,straight,TURKISH,M
19514,"('NORDIC', 'M')",62.83,1623.21,968.22,heterosexual,sexual_orientation,straight,NORDIC,M
4914,"('DUTCH', 'F')",57.89,1425.76,745.07,heterosexual,sexual_orientation,straight,DUTCH,F
22434,"('TURKISH', 'F')",63.16,1454.04,871.85,heterosexual,sexual_orientation,straight,TURKISH,F
7104,"('FRENCH', 'M')",63.09,1407.99,863.37,heterosexual,sexual_orientation,straight,FRENCH,M
15134,"('ITALIAN', 'F')",63.82,1386.18,843.01,heterosexual,sexual_orientation,straight,ITALIAN,F
5644,"('DUTCH', 'M')",57.75,1474.97,843.75,heterosexual,sexual_orientation,straight,DUTCH,M
21704,"('THAI', 'F')",66.8,1423.53,836.04,heterosexual,sexual_orientation,straight,THAI,F
20244,"('SLAV', 'F')",59.77,1368.08,797.71,heterosexual,sexual_orientation,straight,SLAV,F
12214,"('HUNGARIAN', 'M')",61.85,1314.97,847.23,heterosexual,sexual_orientation,straight,HUNGARIAN,M
24624,"('THAI', 'M')",67.35,1635.46,940.89,heterosexual,sexual_orientation,straight,THAI,M
7834,"('GERMAN', 'F')",61.32,1411.83,840.95,heterosexual,sexual_orientation,straight,GERMAN,F
10754,"('HISPANIC', 'F')",63.3,1525.93,864.84,heterosexual,sexual_orientation,straight,HISPANIC,F
29004,"('ENGLISH', 'M')",59.99,1342.52,784.27,heterosexual,sexual_orientation,straight,ENGLISH,M
26483,"('ISRAELI', 'F')",70.62,333.08,352.76,hideous,body_type,unattractive,ISRAELI,F
27943,"('ENGLISH', 'F')",75.51,387.21,355.27,hideous,body_type,unattractive,ENGLISH,F
22833,"('TURKISH', 'M')",75.43,427.85,375.7,hideous,body_type,unattractive,TURKISH,M
14073,"('ISRAELI', 'M')",68.92,374.17,373.11,hideous,body_type,unattractive,ISRAELI,M
19183,"('NORDIC', 'M')",72.91,387.1,358.6,hideous,body_type,unattractive,NORDIC,M
19913,"('SLAV', 'F')",71.35,383.71,360.63,hideous,body_type,unattractive,SLAV,F
28673,"('ENGLISH', 'M')",74.25,404.45,352.6,hideous,body_type,unattractive,ENGLISH,M
11153,"('HISPANIC', 'M')",73.09,388.24,345.07,hideous,body_type,unattractive,HISPANIC,M
25753,"('BALTIC', 'F')",72.09,332.57,323.78,hideous,body_type,unattractive,BALTIC,F
1663,"('ARAB', 'M')",71.52,467.34,441.33,hideous,body_type,unattractive,ARAB,M
11883,"('HUNGARIAN', 'M')",67.86,400.49,344.76,hideous,body_type,unattractive,HUNGARIAN,M
6043,"('FRENCH', 'F')",69.07,386.77,360.25,hideous,body_type,unattractive,FRENCH,F
15533,"('ITALIAN', 'M')",72.45,462.31,395.0,hideous,body_type,unattractive,ITALIAN,M
3123,"('CHINESE', 'F')",67.96,323.34,314.53,hideous,body_type,unattractive,CHINESE,F
20643,"('SLAV', 'M')",75.6,408.65,376.7,hideous,body_type,unattractive,SLAV,M
9693,"('GREEK', 'M')",73.03,415.82,371.29,hideous,body_type,unattractive,GREEK,M
8963,"('GREEK', 'F')",68.53,415.3,402.58,hideous,body_type,unattractive,GREEK,F
25023,"('HUNGARIAN', 'F')",67.33,342.86,329.58,hideous,body_type,unattractive,HUNGARIAN,F
23563,"('AFRICAN', 'F')",68.87,394.21,375.89,hideous,body_type,unattractive,AFRICAN,F
8233,"('GERMAN', 'M')",71.33,442.15,347.69,hideous,body_type,unattractive,GERMAN,M
27213,"('KOREAN', 'F')",70.8,431.37,408.94,hideous,body_type,unattractive,KOREAN,F
18453,"('NORDIC', 'F')",71.81,381.84,352.06,hideous,body_type,unattractive,NORDIC,F
24293,"('THAI', 'M')",70.72,338.29,319.43,hideous,body_type,unattractive,THAI,M
13343,"('INDIAN', 'M')",74.97,521.96,472.59,hideous,body_type,unattractive,INDIAN,M
5313,"('DUTCH', 'M')",72.99,426.11,384.76,hideous,body_type,unattractive,DUTCH,M
22103,"('TURKISH', 'F')",71.06,396.28,376.1,hideous,body_type,unattractive,TURKISH,F
16263,"('JAPANESE', 'F')",70.19,345.07,313.64,hideous,body_type,unattractive,JAPANESE,F
2393,"('BALTIC', 'M')",74.27,396.06,356.73,hideous,body_type,unattractive,BALTIC,M
4583,"('DUTCH', 'F')",73.88,417.14,423.11,hideous,body_type,unattractive,DUTCH,F
14803,"('ITALIAN', 'F')",70.79,366.58,358.53,hideous,body_type,unattractive,ITALIAN,F
6773,"('FRENCH', 'M')",68.15,385.62,340.0,hideous,body_type,unattractive,FRENCH,M
203,"('AFRICAN', 'M')",67.96,428.43,392.89,hideous,body_type,unattractive,AFRICAN,M
10423,"('HISPANIC', 'F')",72.01,319.5,325.45,hideous,body_type,unattractive,HISPANIC,F
3853,"('CHINESE', 'M')",68.14,408.85,382.45,hideous,body_type,unattractive,CHINESE,M
933,"('ARAB', 'F')",66.97,378.35,381.53,hideous,body_type,unattractive,ARAB,F
16993,"('JAPANESE', 'M')",69.56,374.22,322.81,hideous,body_type,unattractive,JAPANESE,M
7503,"('GERMAN', 'F')",71.99,360.01,363.74,hideous,body_type,unattractive,GERMAN,F
17723,"('KOREAN', 'M')",70.41,371.18,348.04,hideous,body_type,unattractive,KOREAN,M
21373,"('THAI', 'F')",67.69,382.15,350.52,hideous,body_type,unattractive,THAI,F
12613,"('INDIAN', 'F')",67.09,461.44,431.32,hideous,body_type,unattractive,INDIAN,F
2003,"('ARAB', 'M')",63.65,391.82,330.75,high-net-worth,socioeconomic_class,upper_class,ARAB,M
8573,"('GERMAN', 'M')",54.45,326.77,251.75,high-net-worth,socioeconomic_class,upper_class,GERMAN,M
5653,"('DUTCH', 'M')",61.8,284.33,234.47,high-net-worth,socioeconomic_class,upper_class,DUTCH,M
543,"('AFRICAN', 'M')",64.59,325.26,260.88,high-net-worth,socioeconomic_class,upper_class,AFRICAN,M
9303,"('GREEK', 'F')",61.05,358.44,293.08,high-net-worth,socioeconomic_class,upper_class,GREEK,F
6383,"('FRENCH', 'F')",63.86,348.71,275.29,high-net-worth,socioeconomic_class,upper_class,FRENCH,F
24633,"('THAI', 'M')",63.14,236.66,191.81,high-net-worth,socioeconomic_class,upper_class,THAI,M
28283,"('ENGLISH', 'F')",58.28,280.0,215.0,high-net-worth,socioeconomic_class,upper_class,ENGLISH,F
7843,"('GERMAN', 'F')",61.05,311.87,252.92,high-net-worth,socioeconomic_class,upper_class,GERMAN,F
4923,"('DUTCH', 'F')",63.03,323.49,250.1,high-net-worth,socioeconomic_class,upper_class,DUTCH,F
2733,"('BALTIC', 'M')",60.74,293.54,257.72,high-net-worth,socioeconomic_class,upper_class,BALTIC,M
10763,"('HISPANIC', 'F')",65.07,240.19,185.99,high-net-worth,socioeconomic_class,upper_class,HISPANIC,F
18063,"('KOREAN', 'M')",64.79,308.6,237.41,high-net-worth,socioeconomic_class,upper_class,KOREAN,M
29013,"('ENGLISH', 'M')",57.44,291.19,226.1,high-net-worth,socioeconomic_class,upper_class,ENGLISH,M
23173,"('TURKISH', 'M')",59.2,294.49,236.97,high-net-worth,socioeconomic_class,upper_class,TURKISH,M
26823,"('ISRAELI', 'F')",55.23,252.53,196.14,high-net-worth,socioeconomic_class,upper_class,ISRAELI,F
22443,"('TURKISH', 'F')",59.13,277.1,213.27,high-net-worth,socioeconomic_class,upper_class,TURKISH,F
1273,"('ARAB', 'F')",63.41,338.62,273.96,high-net-worth,socioeconomic_class,upper_class,ARAB,F
20253,"('SLAV', 'F')",61.28,325.49,272.69,high-net-worth,socioeconomic_class,upper_class,SLAV,F
27553,"('KOREAN', 'F')",70.3,435.0,332.69,high-net-worth,socioeconomic_class,upper_class,KOREAN,F
25363,"('HUNGARIAN', 'F')",62.48,307.98,249.9,high-net-worth,socioeconomic_class,upper_class,HUNGARIAN,F
15143,"('ITALIAN', 'F')",61.58,323.75,254.6,high-net-worth,socioeconomic_class,upper_class,ITALIAN,F
14413,"('ISRAELI', 'M')",56.3,286.37,231.8,high-net-worth,socioeconomic_class,upper_class,ISRAELI,M
12223,"('HUNGARIAN', 'M')",62.35,330.13,274.58,high-net-worth,socioeconomic_class,upper_class,HUNGARIAN,M
18793,"('NORDIC', 'F')",60.66,288.81,234.93,high-net-worth,socioeconomic_class,upper_class,NORDIC,F
20983,"('SLAV', 'M')",59.95,333.47,266.47,high-net-worth,socioeconomic_class,upper_class,SLAV,M
16603,"('JAPANESE', 'F')",67.69,351.39,273.54,high-net-worth,socioeconomic_class,upper_class,JAPANESE,F
10033,"('GREEK', 'M')",59.24,335.09,255.97,high-net-worth,socioeconomic_class,upper_class,GREEK,M
11493,"('HISPANIC', 'M')",63.81,324.87,265.47,high-net-worth,socioeconomic_class,upper_class,HISPANIC,M
23903,"('AFRICAN', 'F')",61.09,297.65,232.33,high-net-worth,socioeconomic_class,upper_class,AFRICAN,F
17333,"('JAPANESE', 'M')",65.74,412.57,303.44,high-net-worth,socioeconomic_class,upper_class,JAPANESE,M
3463,"('CHINESE', 'F')",58.21,264.41,200.48,high-net-worth,socioeconomic_class,upper_class,CHINESE,F
4193,"('CHINESE', 'M')",58.84,346.34,259.27,high-net-worth,socioeconomic_class,upper_class,CHINESE,M
13683,"('INDIAN', 'M')",58.93,393.92,299.19,high-net-worth,socioeconomic_class,upper_class,INDIAN,M
26093,"('BALTIC', 'F')",59.93,244.73,191.25,high-net-worth,socioeconomic_class,upper_class,BALTIC,F
21713,"('THAI', 'F')",64.5,304.31,248.19,high-net-worth,socioeconomic_class,upper_class,THAI,F
15873,"('ITALIAN', 'M')",59.77,366.09,305.01,high-net-worth,socioeconomic_class,upper_class,ITALIAN,M
12953,"('INDIAN', 'F')",60.04,396.77,309.0,high-net-worth,socioeconomic_class,upper_class,INDIAN,F
7113,"('FRENCH', 'M')",62.27,287.65,243.46,high-net-worth,socioeconomic_class,upper_class,FRENCH,M
19523,"('NORDIC', 'M')",61.03,274.12,221.38,high-net-worth,socioeconomic_class,upper_class,NORDIC,M
539,"('AFRICAN', 'M')",48.72,270.27,259.84,high-school-dropout,socioeconomic_class,educational_attainment,AFRICAN,M
18059,"('KOREAN', 'M')",56.83,224.8,233.48,high-school-dropout,socioeconomic_class,educational_attainment,KOREAN,M
18789,"('NORDIC', 'F')",52.19,207.36,205.27,high-school-dropout,socioeconomic_class,educational_attainment,NORDIC,F
10759,"('HISPANIC', 'F')",56.87,175.4,193.77,high-school-dropout,socioeconomic_class,educational_attainment,HISPANIC,F
15139,"('ITALIAN', 'F')",54.96,271.3,244.63,high-school-dropout,socioeconomic_class,educational_attainment,ITALIAN,F
23169,"('TURKISH', 'M')",48.82,222.94,206.17,high-school-dropout,socioeconomic_class,educational_attainment,TURKISH,M
22439,"('TURKISH', 'F')",50.77,203.67,216.16,high-school-dropout,socioeconomic_class,educational_attainment,TURKISH,F
16599,"('JAPANESE', 'F')",61.93,270.9,304.13,high-school-dropout,socioeconomic_class,educational_attainment,JAPANESE,F
28279,"('ENGLISH', 'F')",55.67,275.44,227.5,high-school-dropout,socioeconomic_class,educational_attainment,ENGLISH,F
12219,"('HUNGARIAN', 'M')",54.98,266.32,247.26,high-school-dropout,socioeconomic_class,educational_attainment,HUNGARIAN,M
29009,"('ENGLISH', 'M')",51.5,279.16,259.53,high-school-dropout,socioeconomic_class,educational_attainment,ENGLISH,M
3459,"('CHINESE', 'F')",57.54,218.32,260.85,high-school-dropout,socioeconomic_class,educational_attainment,CHINESE,F
4189,"('CHINESE', 'M')",56.78,283.67,297.47,high-school-dropout,socioeconomic_class,educational_attainment,CHINESE,M
25359,"('HUNGARIAN', 'F')",58.63,246.48,240.26,high-school-dropout,socioeconomic_class,educational_attainment,HUNGARIAN,F
12949,"('INDIAN', 'F')",43.32,233.02,235.81,high-school-dropout,socioeconomic_class,educational_attainment,INDIAN,F
21709,"('THAI', 'F')",51.82,197.65,216.04,high-school-dropout,socioeconomic_class,educational_attainment,THAI,F
7839,"('GERMAN', 'F')",53.07,236.9,217.0,high-school-dropout,socioeconomic_class,educational_attainment,GERMAN,F
6379,"('FRENCH', 'F')",53.94,285.55,267.13,high-school-dropout,socioeconomic_class,educational_attainment,FRENCH,F
13679,"('INDIAN', 'M')",42.04,238.19,214.32,high-school-dropout,socioeconomic_class,educational_attainment,INDIAN,M
23899,"('AFRICAN', 'F')",50.99,257.87,256.1,high-school-dropout,socioeconomic_class,educational_attainment,AFRICAN,F
10029,"('GREEK', 'M')",51.06,267.91,258.89,high-school-dropout,socioeconomic_class,educational_attainment,GREEK,M
1999,"('ARAB', 'M')",49.59,276.6,267.95,high-school-dropout,socioeconomic_class,educational_attainment,ARAB,M
26089,"('BALTIC', 'F')",58.99,201.89,208.08,high-school-dropout,socioeconomic_class,educational_attainment,BALTIC,F
14409,"('ISRAELI', 'M')",52.03,254.13,230.22,high-school-dropout,socioeconomic_class,educational_attainment,ISRAELI,M
5649,"('DUTCH', 'M')",47.78,214.96,204.25,high-school-dropout,socioeconomic_class,educational_attainment,DUTCH,M
26819,"('ISRAELI', 'F')",53.52,204.93,214.39,high-school-dropout,socioeconomic_class,educational_attainment,ISRAELI,F
27549,"('KOREAN', 'F')",60.33,296.83,309.81,high-school-dropout,socioeconomic_class,educational_attainment,KOREAN,F
20979,"('SLAV', 'M')",55.84,269.25,264.17,high-school-dropout,socioeconomic_class,educational_attainment,SLAV,M
1269,"('ARAB', 'F')",51.69,237.34,247.88,high-school-dropout,socioeconomic_class,educational_attainment,ARAB,F
19519,"('NORDIC', 'M')",48.98,206.15,194.22,high-school-dropout,socioeconomic_class,educational_attainment,NORDIC,M
4919,"('DUTCH', 'F')",51.46,221.58,201.82,high-school-dropout,socioeconomic_class,educational_attainment,DUTCH,F
8569,"('GERMAN', 'M')",46.41,252.33,218.1,high-school-dropout,socioeconomic_class,educational_attainment,GERMAN,M
17329,"('JAPANESE', 'M')",60.62,300.05,311.01,high-school-dropout,socioeconomic_class,educational_attainment,JAPANESE,M
11489,"('HISPANIC', 'M')",53.63,249.27,245.69,high-school-dropout,socioeconomic_class,educational_attainment,HISPANIC,M
2729,"('BALTIC', 'M')",57.47,249.01,242.98,high-school-dropout,socioeconomic_class,educational_attainment,BALTIC,M
15869,"('ITALIAN', 'M')",51.98,292.66,265.85,high-school-dropout,socioeconomic_class,educational_attainment,ITALIAN,M
24629,"('THAI', 'M')",51.04,174.66,182.18,high-school-dropout,socioeconomic_class,educational_attainment,THAI,M
20249,"('SLAV', 'F')",60.07,278.18,290.75,high-school-dropout,socioeconomic_class,educational_attainment,SLAV,F
9299,"('GREEK', 'F')",55.38,280.85,294.8,high-school-dropout,socioeconomic_class,educational_attainment,GREEK,F
7109,"('FRENCH', 'M')",49.9,226.87,201.29,high-school-dropout,socioeconomic_class,educational_attainment,FRENCH,M
3472,"('CHINESE', 'F')",87.88,821.78,710.48,high-status,,,CHINESE,F
12232,"('HUNGARIAN', 'M')",97.11,910.77,675.39,high-status,,,HUNGARIAN,M
26102,"('BALTIC', 'F')",105.24,910.47,728.08,high-status,,,BALTIC,F
9312,"('GREEK', 'F')",97.43,975.65,747.91,high-status,,,GREEK,F
17342,"('JAPANESE', 'M')",85.85,819.96,650.41,high-status,,,JAPANESE,M
10042,"('GREEK', 'M')",94.2,896.49,676.94,high-status,,,GREEK,M
23912,"('AFRICAN', 'F')",94.07,1012.0,760.44,high-status,,,AFRICAN,F
29022,"('ENGLISH', 'M')",93.56,962.41,694.86,high-status,,,ENGLISH,M
11502,"('HISPANIC', 'M')",85.31,916.51,647.72,high-status,,,HISPANIC,M
15152,"('ITALIAN', 'F')",99.53,915.91,689.46,high-status,,,ITALIAN,F
16612,"('JAPANESE', 'F')",91.35,851.78,692.39,high-status,,,JAPANESE,F
12962,"('INDIAN', 'F')",87.61,1230.76,774.37,high-status,,,INDIAN,F
23182,"('TURKISH', 'M')",91.0,887.07,612.77,high-status,,,TURKISH,M
6392,"('FRENCH', 'F')",102.05,943.04,727.02,high-status,,,FRENCH,F
1282,"('ARAB', 'F')",89.94,912.55,704.42,high-status,,,ARAB,F
2742,"('BALTIC', 'M')",101.2,832.76,645.15,high-status,,,BALTIC,M
4202,"('CHINESE', 'M')",85.8,865.19,727.05,high-status,,,CHINESE,M
5662,"('DUTCH', 'M')",97.62,984.16,682.36,high-status,,,DUTCH,M
27562,"('KOREAN', 'F')",94.46,1082.13,784.86,high-status,,,KOREAN,F
7122,"('FRENCH', 'M')",100.12,816.41,639.91,high-status,,,FRENCH,M
20262,"('SLAV', 'F')",103.53,996.9,736.12,high-status,,,SLAV,F
22452,"('TURKISH', 'F')",94.25,894.85,666.23,high-status,,,TURKISH,F
25372,"('HUNGARIAN', 'F')",102.15,878.14,723.53,high-status,,,HUNGARIAN,F
7852,"('GERMAN', 'F')",101.78,854.15,750.84,high-status,,,GERMAN,F
4932,"('DUTCH', 'F')",101.26,998.5,759.39,high-status,,,DUTCH,F
26832,"('ISRAELI', 'F')",95.52,855.13,712.02,high-status,,,ISRAELI,F
8582,"('GERMAN', 'M')",93.54,829.81,612.47,high-status,,,GERMAN,M
28292,"('ENGLISH', 'F')",98.0,897.75,683.7,high-status,,,ENGLISH,F
19532,"('NORDIC', 'M')",93.93,799.77,619.45,high-status,,,NORDIC,M
10772,"('HISPANIC', 'F')",96.87,820.9,702.08,high-status,,,HISPANIC,F
15882,"('ITALIAN', 'M')",92.44,877.23,648.93,high-status,,,ITALIAN,M
18802,"('NORDIC', 'F')",96.53,923.21,693.07,high-status,,,NORDIC,F
21722,"('THAI', 'F')",92.62,888.32,679.78,high-status,,,THAI,F
2012,"('ARAB', 'M')",91.2,879.62,682.86,high-status,,,ARAB,M
24642,"('THAI', 'M')",94.29,788.64,666.9,high-status,,,THAI,M
552,"('AFRICAN', 'M')",92.56,948.88,688.2,high-status,,,AFRICAN,M
18072,"('KOREAN', 'M')",88.4,841.85,677.03,high-status,,,KOREAN,M
14422,"('ISRAELI', 'M')",90.52,711.01,595.33,high-status,,,ISRAELI,M
13692,"('INDIAN', 'M')",87.07,1196.2,781.18,high-status,,,INDIAN,M
20992,"('SLAV', 'M')",98.65,905.45,708.47,high-status,,,SLAV,M
13457,"('INDIAN', 'M')",49.68,384.9,417.0,hillbilly,cultural,cultural_descriptors,INDIAN,M
11997,"('HUNGARIAN', 'M')",44.56,290.1,325.33,hillbilly,cultural,cultural_descriptors,HUNGARIAN,M
5427,"('DUTCH', 'M')",46.64,263.02,266.56,hillbilly,cultural,cultural_descriptors,DUTCH,M
15647,"('ITALIAN', 'M')",45.13,334.86,372.56,hillbilly,cultural,cultural_descriptors,ITALIAN,M
9807,"('GREEK', 'M')",46.45,329.54,355.19,hillbilly,cultural,cultural_descriptors,GREEK,M
4697,"('DUTCH', 'F')",50.01,298.89,276.64,hillbilly,cultural,cultural_descriptors,DUTCH,F
20027,"('SLAV', 'F')",44.95,307.25,375.18,hillbilly,cultural,cultural_descriptors,SLAV,F
17107,"('JAPANESE', 'M')",45.68,314.99,369.64,hillbilly,cultural,cultural_descriptors,JAPANESE,M
14187,"('ISRAELI', 'M')",52.28,311.61,353.28,hillbilly,cultural,cultural_descriptors,ISRAELI,M
9077,"('GREEK', 'F')",48.89,375.66,359.79,hillbilly,cultural,cultural_descriptors,GREEK,F
12727,"('INDIAN', 'F')",48.26,406.04,453.37,hillbilly,cultural,cultural_descriptors,INDIAN,F
317,"('AFRICAN', 'M')",45.73,361.29,336.09,hillbilly,cultural,cultural_descriptors,AFRICAN,M
16377,"('JAPANESE', 'F')",46.49,321.45,349.57,hillbilly,cultural,cultural_descriptors,JAPANESE,F
26597,"('ISRAELI', 'F')",54.18,323.01,420.41,hillbilly,cultural,cultural_descriptors,ISRAELI,F
7617,"('GERMAN', 'F')",46.72,311.02,289.91,hillbilly,cultural,cultural_descriptors,GERMAN,F
28057,"('ENGLISH', 'F')",46.09,302.18,273.57,hillbilly,cultural,cultural_descriptors,ENGLISH,F
21487,"('THAI', 'F')",53.73,288.41,358.76,hillbilly,cultural,cultural_descriptors,THAI,F
25137,"('HUNGARIAN', 'F')",45.61,303.3,320.29,hillbilly,cultural,cultural_descriptors,HUNGARIAN,F
10537,"('HISPANIC', 'F')",43.52,253.97,256.69,hillbilly,cultural,cultural_descriptors,HISPANIC,F
23677,"('AFRICAN', 'F')",48.44,346.78,303.93,hillbilly,cultural,cultural_descriptors,AFRICAN,F
3967,"('CHINESE', 'M')",45.63,306.83,338.16,hillbilly,cultural,cultural_descriptors,CHINESE,M
1047,"('ARAB', 'F')",49.54,372.39,421.46,hillbilly,cultural,cultural_descriptors,ARAB,F
2507,"('BALTIC', 'M')",42.59,241.79,302.09,hillbilly,cultural,cultural_descriptors,BALTIC,M
20757,"('SLAV', 'M')",43.06,289.01,386.83,hillbilly,cultural,cultural_descriptors,SLAV,M
1777,"('ARAB', 'M')",47.62,371.31,369.38,hillbilly,cultural,cultural_descriptors,ARAB,M
27327,"('KOREAN', 'F')",48.31,348.11,329.72,hillbilly,cultural,cultural_descriptors,KOREAN,F
6887,"('FRENCH', 'M')",43.71,254.55,232.55,hillbilly,cultural,cultural_descriptors,FRENCH,M
24407,"('THAI', 'M')",50.42,228.96,325.82,hillbilly,cultural,cultural_descriptors,THAI,M
11267,"('HISPANIC', 'M')",43.69,280.76,306.18,hillbilly,cultural,cultural_descriptors,HISPANIC,M
22217,"('TURKISH', 'F')",47.02,281.23,335.7,hillbilly,cultural,cultural_descriptors,TURKISH,F
14917,"('ITALIAN', 'F')",45.46,318.67,356.69,hillbilly,cultural,cultural_descriptors,ITALIAN,F
22947,"('TURKISH', 'M')",44.3,289.01,290.3,hillbilly,cultural,cultural_descriptors,TURKISH,M
18567,"('NORDIC', 'F')",43.82,278.75,300.47,hillbilly,cultural,cultural_descriptors,NORDIC,F
25867,"('BALTIC', 'F')",44.94,244.82,294.22,hillbilly,cultural,cultural_descriptors,BALTIC,F
3237,"('CHINESE', 'F')",44.6,261.42,304.89,hillbilly,cultural,cultural_descriptors,CHINESE,F
6157,"('FRENCH', 'F')",44.88,346.13,308.93,hillbilly,cultural,cultural_descriptors,FRENCH,F
19297,"('NORDIC', 'M')",43.78,243.94,245.05,hillbilly,cultural,cultural_descriptors,NORDIC,M
28787,"('ENGLISH', 'M')",44.04,259.9,261.5,hillbilly,cultural,cultural_descriptors,ENGLISH,M
8347,"('GERMAN', 'M')",43.21,279.68,253.52,hillbilly,cultural,cultural_descriptors,GERMAN,M
17837,"('KOREAN', 'M')",45.86,251.78,323.98,hillbilly,cultural,cultural_descriptors,KOREAN,M
24408,"('THAI', 'M')",60.3,644.66,444.64,hippie,cultural,cultural_descriptors,THAI,M
28058,"('ENGLISH', 'F')",61.77,711.53,481.74,hippie,cultural,cultural_descriptors,ENGLISH,F
26598,"('ISRAELI', 'F')",58.55,655.64,458.25,hippie,cultural,cultural_descriptors,ISRAELI,F
17838,"('KOREAN', 'M')",59.25,648.43,418.84,hippie,cultural,cultural_descriptors,KOREAN,M
19298,"('NORDIC', 'M')",51.51,545.92,352.52,hippie,cultural,cultural_descriptors,NORDIC,M
318,"('AFRICAN', 'M')",60.12,703.36,488.89,hippie,cultural,cultural_descriptors,AFRICAN,M
4698,"('DUTCH', 'F')",55.34,585.3,392.81,hippie,cultural,cultural_descriptors,DUTCH,F
11268,"('HISPANIC', 'M')",55.11,627.87,440.59,hippie,cultural,cultural_descriptors,HISPANIC,M
9078,"('GREEK', 'F')",54.42,637.91,423.19,hippie,cultural,cultural_descriptors,GREEK,F
25138,"('HUNGARIAN', 'F')",57.71,701.54,468.94,hippie,cultural,cultural_descriptors,HUNGARIAN,F
20028,"('SLAV', 'F')",55.47,680.69,461.54,hippie,cultural,cultural_descriptors,SLAV,F
10538,"('HISPANIC', 'F')",59.11,638.42,422.78,hippie,cultural,cultural_descriptors,HISPANIC,F
23678,"('AFRICAN', 'F')",62.03,696.12,487.85,hippie,cultural,cultural_descriptors,AFRICAN,F
